Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	-561.6047	-590.1538	28.54908	4.481554	0.674688	0.244761	0.0187141	0.0618368	1.014014	3.127726
6	-565.6301	-592.371	26.74091	3.091129	0.638895	0.0349716	0.0324419	0.293692	0.8988015	4.650293
12	-564.9637	-591.2578	26.29404	4.252186	0.465091	0.0586268	0.054386	0.421896	0.729177	4.650293
18	-565.2168	-591.0037	25.78687	8.093975	0.799907	0.0753808	0.0230611	0.101651	1.074713	3.909993
24	-563.064	-590.7034	27.63937	6.052936	0.75841	0.0910138	0.0278437	0.122732	1.353998	3.073937
30	-562.9704	-594.3296	31.35919	0.539654	0.579116	0.138054	0.116993	0.165837	1.204746	3.004172
36	-566.4702	-597.6291	31.15889	1.945903	0.383892	0.294478	0.207324	0.114305	1.266322	2.283826
42	-565.0874	-596.4798	31.3924	1.706172	0.389208	0.106376	0.388528	0.115888	1.565545	2.060263
48	-571.1981	-599.6024	28.40429	11.58328	0.687622	0.0890246	0.102421	0.120932	2.241133	0.6359799
54	-571.9111	-600.2509	28.33977	11.58328	0.582656	0.0754349	0.175774	0.166136	2.266701	0.7116902
60	-567.342	-598.3192	30.97714	4.260665	0.19584	0.427972	0.168844	0.207343	2.052863	0.693106
66	-566.7364	-599.7573	33.02088	1.020416	0.411046	0.29613	0.123652	0.169172	2.258906	0.5010636
72	-564.2111	-597.5294	33.31833	0.6828551	0.379291	0.43379	0.0978271	0.0890913	2.280039	0.3864063
78	-578.4261	-609.5466	31.12056	2.720879	0.198019	0.25501	0.494356	0.0526154	2.643444	0.2609288
84	-565.5655	-598.3706	32.80507	0.5918253	0.244857	0.68893	0.0520672	0.0141456	2.692168	0.2337859
90	-564.2442	-596.7671	32.52295	0.5918253	0.628805	0.14824	0.186628	0.0363266	2.859377	0.1915114
96	-564.514	-596.253	31.73892	1.049664	0.148104	0.285089	0.515221	0.0515851	2.859377	0.1223339
102	-568.971	-599.3428	30.37177	3.812741	0.329543	0.42808	0.19324	0.0491376	2.581755	0.1864402
108	-573.4912	-605.8878	32.39657	0.9124456	0.211799	0.722518	0.023108	0.0425749	2.783763	0.242598
114	-569.111	-598.2948	29.18378	5.929696	0.586391	0.231258	0.109502	0.0728501	2.775732	0.1715406
120	-578.0625	-602.6305	24.56804	14.33833	0.0388965	0.406381	0.0676157	0.487107	0.9283671	3.799994
126	-580.5495	-602.5746	22.02507	27.1679	0.26322	0.205435	0.117389	0.413956	0.870969	4.131977
132	-562.1491	-594.6215	32.47234	0.6146025	0.120355	0.577753	0.179711	0.122181	2.849036	0.1805501
138	-565.3852	-596.353	30.96781	2.690487	0.100887	0.258081	0.429892	0.21114	2.670789	0.1997769
